epoch,train_auc,train_accuracy,train_loss,valid_auc,valid_accuracy,valid_loss
0,0.5332308719515177,0.7140233565643247,6.584855379908294,0.6775286051060654,0.7887572918508043,4.864042973969331
1,0.6997326067033522,0.7962397179788484,4.691753750093955,0.7156246424947815,0.7887572918508043,4.864042973969331
2,0.754879199327718,0.80293717449444,4.537539119001836,0.73685356023623,0.7887572918508043,4.864042973969331
3,0.785013451758376,0.8013925729442971,4.573104883062428,0.7671000489489113,0.7922927346650168,4.782636396999133
4,0.8063744273649455,0.8123910482921084,4.319855636219254,0.777432113861544,0.7942372282128337,4.737862779665524
5,0.8197647780082689,0.818228582117471,4.185441456258498,0.7838357004476668,0.798302987449178,4.6442452161497965
6,0.8277769817958943,0.8255116026277234,4.017743716286579,0.7886515418907033,0.7977726710270462,4.656456202695327
7,0.8332797737742945,0.8265196967582903,3.9945314917518484,0.7927926947969746,0.8002474809969948,4.599471598816188
8,0.8392079688190253,0.8306436301499905,3.8995744188437995,0.7961851731684948,0.8020152024041011,4.5587683103310885
9,0.8410929254017339,0.8274164048210852,3.9738840261386987,0.79769302468638,0.8013081138412587,4.5750496257251285
10,0.8463288085188603,0.835043409629045,3.798265755223588,0.8003757438452839,0.8027222909669436,4.542486994937049
11,0.8486708625758408,0.8324715615305067,3.857484744524635,0.8011676472077552,0.8016616581226799,4.566908968028108
12,0.8498364738639993,0.8338125088372531,3.8266082925846403,0.8009777591901112,0.8014848859819692,4.570979296876619
13,0.8543117767420905,0.835274776890559,3.7929383272965675,0.8026271124455888,0.8021919745448117,4.554697981482579
14,0.8528510023980843,0.8340509172594534,3.821118735945747,0.801444461740143,0.8027222909669436,4.542486994937049
15,0.8544679459878277,0.836933246438879,3.75475065575644,0.8034377701801733,0.8043132402333393,4.50585403530046
16,0.8578735769137693,0.8347575701281813,3.8048474527791645,0.8039682375953894,0.8050203287961817,4.489572719906421
17,0.8573921362340982,0.8365915950777804,3.76261746885053,0.8033983859987359,0.8060809616404455,4.465150746815361
18,0.8600766918334453,0.8378715732051223,3.7331448841081745,0.803736152240491,0.8057274173590242,4.473291404512381
19,0.8599458121321724,0.837936352165989,3.731653293452924,0.8023562993122773,0.8044900123740498,4.50178370645195
20,0.8613687276024817,0.8395360752713215,3.6948183087144555,0.8036074034759353,0.8043132402333393,4.50585403530046
21,0.8642407801546743,0.8422790302801623,3.631659437312168,0.8043581409916186,0.8066112780625774,4.452939760269831
22,0.8649364969835118,0.8388242441235572,3.71120882615892,0.8047662361287976,0.8066112780625774,4.452939760269831
23,0.8660616050002395,0.842739112169164,3.6210656606121034,0.8047201003733996,0.8048435566554711,4.49364304875493
24,0.8657378402351475,0.8399293942772204,3.6857618041660474,0.8037215238302429,0.8073183666254198,4.436658444875792
25,0.8645638311118282,0.8384886176953766,3.7189369100495924,0.8051491066354843,0.8085557716103942,4.408166142936222
26,0.8668409544963168,0.8386898862617396,3.7143025301712256,0.8028689500739861,0.8048435566554711,4.49364304875493
27,0.8689616148933459,0.8399717181239689,3.684787261606864,0.8030206729443803,0.8073183666254198,4.436658444875792
28,0.8696996811496531,0.8408575746127692,3.6643896627119905,0.8026876890675139,0.8073183666254198,4.436658444875792
29,0.8719083589442925,0.8439766081871345,3.5925712625603925,0.8041203355532258,0.8050203287961817,4.489572719906421
30,0.8733807250371269,0.844361116385039,3.583717634357853,0.8039523901509539,0.8071415944847092,4.4407287737243015
31,0.8703305090334225,0.8435874607562908,3.601531713046083,0.8037278065449007,0.8050203287961817,4.489572719906421
32,0.876168866472222,0.846128776944923,3.5430157469317836,0.8048220303858338,0.8036061516704968,4.5221353506945
33,0.8767890188661016,0.8457362902477499,3.552053086864071,0.805570423605003,0.8046667845147605,4.49771337760344
34,0.8774570771876418,0.845489977728285,3.5577246420633024,0.8051705803915539,0.8064345059218667,4.4570100891183415
35,0.8781268805737493,0.846503221022385,3.534393853659912,0.8063193794553355,0.8051971009368923,4.485502391057911
36,0.8766398978322052,0.8462292785430773,3.540701612178171,0.8047441059697041,0.8073183666254198,4.436658444875792
37,0.8796765239296445,0.8503490605819238,3.445840127699457,0.8053734089259559,0.8071415944847092,4.4407287737243015
38,0.8796268114949475,0.8485278132236873,3.487775896722233,0.8043260710153055,0.8064345059218667,4.4570100891183415
39,0.8811394988620778,0.8491917621000047,3.472487909291938,0.807332865724322,0.8073183666254198,4.436658444875792
40,0.8816398295264838,0.8490813034737482,3.4750313130840245,0.8076484080351233,0.8055506452183135,4.47736173336089
41,0.8822765486219055,0.8501549150314525,3.4503104940802487,0.8064135264033427,0.8050203287961817,4.489572719906421
42,0.8826044995525575,0.8518622496724686,3.410997662231,0.8066981240001576,0.8071415944847092,4.4407287737243015
43,0.883966617990563,0.8528077804273624,3.3892260126185327,0.8060476286034182,0.8062577337811561,4.461080417966851
44,0.8832049206040277,0.8520621916022717,3.4063938292874583,0.8059746740958987,0.8087325437511048,4.404095814087713
45,0.8820967011489194,0.8533846796269661,3.375942418012565,0.8071741099643854,0.8050203287961817,4.489572719906421
46,0.8831490527087199,0.8549230051329911,3.3405211652042817,0.8060479099189998,0.8043132402333393,4.50585403530046
47,0.8865550375757589,0.8527652867275509,3.390204466188917,0.80684956555497,0.8051971009368923,4.485502391057911
48,0.8842022962419329,0.8557290214664065,3.3219619537749128,0.8063456355762936,0.8060809616404455,4.465150746815361
49,0.8865671227347922,0.8554289420048174,3.3288715385343712,0.8087407564388449,0.8108538094396324,4.355251867905594
