epoch,train_auc,train_accuracy,train_loss,valid_auc,valid_accuracy,valid_loss
0,0.695651016771288,0.640004485645933,8.289202820755648,0.7459996037020822,0.6843515037593985,7.268075020600082
1,0.7497097041539769,0.6913277511961723,7.107440991492933,0.7532574856697901,0.6893562030075188,7.152837564936258
2,0.7598337610559588,0.6976300837320574,6.962324426005902,0.7541317388324901,0.6882283834586466,7.178806569029514
3,0.7631795177850296,0.6994991028708134,6.91928867111651,0.7574526232468989,0.6920347744360902,7.091161180214774
4,0.7601801057756506,0.697473086124402,6.965939429416611,0.7563749031130167,0.6840695488721804,7.274567271623396
5,0.7633543687448858,0.6999626196172248,6.90861580390394,0.7616293123127328,0.697062969924812,6.975382703632341
6,0.7628118170282837,0.6996710526315789,6.915329381666686,0.7531704297212715,0.6924577067669173,7.0814228036798035
7,0.7626460810916509,0.6991701555023924,6.926862963977043,0.7586933267630265,0.6963815789473684,6.991072310272016
8,0.767727205996221,0.7025792464114833,6.848365747058791,0.7609195509219591,0.6925046992481203,7.080340761842584
9,0.770471854319119,0.7064817583732057,6.758507090849739,0.7631017049255686,0.6956531954887218,7.007843958748911
10,0.7695059390636796,0.7046949760765551,6.7996492725239985,0.7609803116409937,0.6977443609022557,6.959693096992665
11,0.7717828731623535,0.7078573564593301,6.726832775251147,0.7642097883032725,0.7020206766917293,6.861227289805735
12,0.7749220817307314,0.7101525119617225,6.673984868246973,0.7658638932861871,0.7025140977443609,6.849865850514935
13,0.7747767967465087,0.7095992822966507,6.686723451694233,0.7657040702342985,0.6931390977443609,7.065733197040128
14,0.7736155453536683,0.7097562799043062,6.683108448283524,0.7657167623506925,0.7014567669172932,6.874211791852363
15,0.7751691867239863,0.7104066985645933,6.668132005582016,0.7671748197403659,0.7043468045112782,6.807666218863394
16,0.7763609842751762,0.711558014354067,6.64162198057015,0.7677519709308619,0.7039943609022556,6.815781532642537
17,0.777381449359029,0.7121112440191387,6.628883397122889,0.7677751742927712,0.7033129699248121,6.831471139282212
18,0.7794275039345975,0.71407745215311,6.583609782979249,0.768655462118434,0.7033599624060151,6.830389097444993
19,0.778333580284178,0.7119318181818182,6.6330148295922715,0.7688593487002156,0.7041823308270677,6.81145336529366
20,0.7782070753255133,0.7136139354066986,6.594282650191818,0.7690195549228358,0.7049342105263158,6.7941406958981565
21,0.7790222728769182,0.7132700358851675,6.602201229091467,0.7680880679786133,0.7032424812030075,6.8330942020380405
22,0.7782173491122041,0.7125523325358851,6.618726958968993,0.768645678566037,0.703453947368421,6.828225013770555
23,0.778447896225263,0.7125373803827751,6.619071245008108,0.7700972242617506,0.70625,6.763843524456024
24,0.7790789241036078,0.7130756578947368,6.606676947599963,0.7663802484220189,0.7012218045112782,6.879622001038459
25,0.7775779715133742,0.7113113038277512,6.647302700215549,0.7682572108027628,0.703406954887218,6.829307055607774
26,0.7784326943278033,0.7116178229665072,6.6402448364136895,0.7678533609983043,0.7033364661654136,6.830930118363603
27,0.7790288889524513,0.7126569976076556,6.616316956695187,0.768803762442415,0.7051221804511278,6.78981252854928
28,0.7810535686631079,0.7145708732057416,6.572248343688449,0.7696586848073428,0.7059445488721805,6.770876796397948
29,0.778063913631838,0.7133821770334928,6.599619083798102,0.769195295571542,0.7049107142857143,6.794681716816766
30,0.7797566093889694,0.7139204545454545,6.587224786389958,0.769462830455825,0.7034304511278195,6.828766034689164
31,0.7806346318456839,0.7144138755980861,6.575863347099158,0.7697502129214605,0.7057095864661654,6.7762870055840425
32,0.7757238886239758,0.7101898923444976,6.673124153149185,0.7654429620176171,0.6997415413533835,6.913706318910857
33,0.7739313470284985,0.7097488038277512,6.683280591303082,0.7680749827533419,0.7046052631578947,6.80171498875869
34,0.7751780563448186,0.7107505980861244,6.660213426682367,0.7630833348152213,0.699765037593985,6.913165297992247
35,0.773933809780596,0.7095170454545454,6.688617024909366,0.765843565361122,0.7039708646616541,6.816322553561146
36,0.7782273447423843,0.7126794258373206,6.615800527636514,0.7686247433098411,0.7041588345864662,6.8119943862122705
37,0.7761456925837399,0.7118495813397129,6.634908402807405,0.7653778782051701,0.6958646616541353,7.002974770481425
38,0.7726392486371151,0.7094422846889952,6.690338455104942,0.7628739314582959,0.7010573308270677,6.883409147468725
39,0.7706551295753363,0.7066836124401914,6.7538592293216855,0.7630870958512783,0.6851738721804511,7.24913928844875
40,0.7539262491505347,0.6905352870813397,7.1256881515660355,0.7526365138818537,0.6656484962406015,7.698727671813248
41,0.755980968631887,0.6941761363636364,7.041854501041499,0.7571771444714258,0.6956766917293233,7.007302937830302
42,0.765352861692466,0.7024222488038278,6.8519807504695,0.761060125993957,0.6968984962406015,6.979169850062607
43,0.7701307524615214,0.7056818181818182,6.776926393942399,0.7636567338035675,0.7000704887218046,6.906132026050324
44,0.772530603881884,0.7068555622009569,6.749899939871861,0.764701290344996,0.7005169172932331,6.895852628596743
45,0.7735172246419211,0.7081339712918661,6.720463483527516,0.7650537919587079,0.7029370300751879,6.8401274739799645
46,0.7729815789469731,0.7095319976076555,6.688272738870251,0.7648881561957788,0.7015507518796993,6.872047708177925
47,0.7747494377821195,0.7095992822966507,6.686723451694233,0.7663355245575514,0.7036889097744361,6.8228148045844605
48,0.7751097265692399,0.7107431220095694,6.6603855697019245,0.7660684512449277,0.703031015037594,6.837963390305526
49,0.7767460539082645,0.7110496411483254,6.653327705900065,0.7628222862274145,0.6993656015037594,6.922362653608609
